date,market,category,commodity,unit,price,H-date
1/15/2020,Madaba,cereals and tubers,Bread (pita),KG,0.32,1/15/2020
1/15/2020,Madaba,cereals and tubers,Bulgur,KG,0.95,1/15/2020
1/15/2020,Madaba,cereals and tubers,Pasta,300 G,0.36,1/15/2020
1/15/2020,Madaba,cereals and tubers,Potatoes,KG,0.75,1/15/2020
1/15/2020,Madaba,cereals and tubers,Rice (imported),KG,1.38,1/15/2020
1/15/2020,Madaba,cereals and tubers,Wheat flour,1.5 KG,0.87,1/15/2020
1/15/2020,Madaba,"meat, fish and eggs",Eggs,2 KG,2.23,1/15/2020
1/15/2020,Madaba,"meat, fish and eggs","Fish (tuna, canned)",170 G,0.95,1/15/2020
1/15/2020,Madaba,"meat, fish and eggs",Meat (beef),KG,8.75,1/15/2020
1/15/2020,Madaba,"meat, fish and eggs",Meat (chicken),KG,1.8,1/15/2020
1/15/2020,Madaba,"meat, fish and eggs","Meat (chicken, whole)",KG,1.33,1/15/2020
1/15/2020,Madaba,"meat, fish and eggs",Meat (lamb),KG,8.75,1/15/2020
1/15/2020,Madaba,milk and dairy,Cheese (picon),160 G,0.79,1/15/2020
1/15/2020,Madaba,milk and dairy,"Cheese (white, boiled)",KG,5.75,1/15/2020
1/15/2020,Madaba,milk and dairy,Milk (pasteurized),L,1.02,1/15/2020
1/15/2020,Madaba,milk and dairy,Milk (powder),0.8 KG,3.32,1/15/2020
1/15/2020,Madaba,miscellaneous food,Salt (iodised),750 G,0.27,1/15/2020
1/15/2020,Madaba,miscellaneous food,Sugar,KG,0.7,1/15/2020
1/15/2020,Madaba,non-food,Fuel (gas),12.5 KG,7,1/15/2020
1/15/2020,Madaba,non-food,Fuel (kerosene),L,0.59,1/15/2020
1/15/2020,Madaba,non-food,Fuel (petrol-gasoline),L,0.79,1/15/2020
1/15/2020,Madaba,oil and fats,Oil (olive),L,6.8,1/15/2020
1/15/2020,Madaba,oil and fats,Oil (vegetable),1.8 L,1.92,1/15/2020
1/15/2020,Madaba,pulses and nuts,"Beans (fava, dry)",KG,1.23,1/15/2020
1/15/2020,Madaba,pulses and nuts,Chickpeas,KG,1.8,1/15/2020
1/15/2020,Madaba,pulses and nuts,Lentils,KG,0.88,1/15/2020
1/15/2020,Madaba,vegetables and fruits,Apples (red),KG,1.35,1/15/2020
1/15/2020,Madaba,vegetables and fruits,Bananas,KG,1,1/15/2020
1/15/2020,Madaba,vegetables and fruits,Cucumbers,KG,0.85,1/15/2020
1/15/2020,Madaba,vegetables and fruits,Garlic,KG,3,1/15/2020
1/15/2020,Madaba,vegetables and fruits,Onions,KG,0.75,1/15/2020
1/15/2020,Madaba,vegetables and fruits,Spinach,KG,0.4,1/15/2020
1/15/2020,Madaba,vegetables and fruits,Tomatoes,KG,0.6,1/15/2020
1/15/2020,Zarqa,cereals and tubers,Bread (pita),KG,0.32,1/15/2020
1/15/2020,Zarqa,cereals and tubers,Bulgur,KG,0.85,1/15/2020
1/15/2020,Zarqa,cereals and tubers,Pasta,300 G,0.33,1/15/2020
1/15/2020,Zarqa,cereals and tubers,Potatoes,KG,0.57,1/15/2020
1/15/2020,Zarqa,cereals and tubers,Rice (imported),KG,1.2,1/15/2020
1/15/2020,Zarqa,cereals and tubers,Wheat flour,1.5 KG,0.78,1/15/2020
1/15/2020,Zarqa,"meat, fish and eggs",Eggs,2 KG,2.28,1/15/2020
1/15/2020,Zarqa,"meat, fish and eggs","Fish (tuna, canned)",170 G,0.95,1/15/2020
1/15/2020,Zarqa,"meat, fish and eggs",Meat (beef),KG,8.75,1/15/2020
1/15/2020,Zarqa,"meat, fish and eggs",Meat (chicken),KG,2.23,1/15/2020
1/15/2020,Zarqa,"meat, fish and eggs","Meat (chicken, whole)",KG,1.16,1/15/2020
1/15/2020,Zarqa,"meat, fish and eggs",Meat (lamb),KG,9,1/15/2020
1/15/2020,Zarqa,milk and dairy,Cheese (picon),160 G,0.68,1/15/2020
1/15/2020,Zarqa,milk and dairy,"Cheese (white, boiled)",KG,5,1/15/2020
1/15/2020,Zarqa,milk and dairy,Milk (pasteurized),L,1.18,1/15/2020
1/15/2020,Zarqa,milk and dairy,Milk (powder),0.8 KG,3,1/15/2020
1/15/2020,Zarqa,miscellaneous food,Salt (iodised),750 G,0.25,1/15/2020
1/15/2020,Zarqa,miscellaneous food,Sugar,KG,0.5,1/15/2020
1/15/2020,Zarqa,non-food,Fuel (gas),12.5 KG,7,1/15/2020
1/15/2020,Zarqa,non-food,Fuel (kerosene),L,0.59,1/15/2020
1/15/2020,Zarqa,non-food,Fuel (petrol-gasoline),L,0.79,1/15/2020
1/15/2020,Zarqa,oil and fats,Oil (olive),L,6.5,1/15/2020
1/15/2020,Zarqa,oil and fats,Oil (vegetable),1.8 L,1.7,1/15/2020
1/15/2020,Zarqa,pulses and nuts,"Beans (fava, dry)",KG,1.45,1/15/2020
1/15/2020,Zarqa,pulses and nuts,Chickpeas,KG,1.75,1/15/2020
1/15/2020,Zarqa,pulses and nuts,Lentils,KG,1.15,1/15/2020
1/15/2020,Zarqa,vegetables and fruits,Apples (red),KG,1.43,1/15/2020
1/15/2020,Zarqa,vegetables and fruits,Bananas,KG,0.88,1/15/2020
1/15/2020,Zarqa,vegetables and fruits,Cucumbers,KG,0.72,1/15/2020
1/15/2020,Zarqa,vegetables and fruits,Garlic,KG,3.1,1/15/2020
1/15/2020,Zarqa,vegetables and fruits,Onions,KG,0.59,1/15/2020
1/15/2020,Zarqa,vegetables and fruits,Spinach,KG,0.33,1/15/2020
1/15/2020,Zarqa,vegetables and fruits,Tomatoes,KG,0.47,1/15/2020
2/15/2020,Ajloun,cereals and tubers,Bread (pita),KG,0.32,2/15/2020
2/15/2020,Ajloun,cereals and tubers,Bulgur,KG,0.74,2/15/2020
2/15/2020,Ajloun,cereals and tubers,Pasta,300 G,0.35,2/15/2020
2/15/2020,Ajloun,cereals and tubers,Potatoes,KG,0.58,2/15/2020
2/15/2020,Ajloun,cereals and tubers,Rice (imported),KG,1.32,2/15/2020
2/15/2020,Ajloun,cereals and tubers,Wheat flour,1.5 KG,0.84,2/15/2020
2/15/2020,Ajloun,"meat, fish and eggs",Eggs,2 KG,2.05,2/15/2020
2/15/2020,Ajloun,"meat, fish and eggs","Fish (tuna, canned)",170 G,0.99,2/15/2020
2/15/2020,Ajloun,"meat, fish and eggs",Meat (beef),KG,8.5,2/15/2020
2/15/2020,Ajloun,"meat, fish and eggs",Meat (chicken),KG,1.79,2/15/2020
2/15/2020,Ajloun,"meat, fish and eggs","Meat (chicken, whole)",KG,1.2,2/15/2020
2/15/2020,Ajloun,"meat, fish and eggs",Meat (lamb),KG,10,2/15/2020
2/15/2020,Ajloun,milk and dairy,Cheese (picon),160 G,0.84,2/15/2020
2/15/2020,Ajloun,milk and dairy,"Cheese (white, boiled)",KG,6,2/15/2020
2/15/2020,Ajloun,milk and dairy,Milk (pasteurized),L,1.2,2/15/2020
2/15/2020,Ajloun,milk and dairy,Milk (powder),0.8 KG,3.22,2/15/2020
2/15/2020,Ajloun,miscellaneous food,Salt (iodised),750 G,0.28,2/15/2020
2/15/2020,Ajloun,miscellaneous food,Sugar,KG,0.66,2/15/2020
2/15/2020,Ajloun,non-food,Fuel (gas),12.5 KG,7,2/15/2020
2/15/2020,Ajloun,non-food,Fuel (kerosene),L,0.59,2/15/2020
2/15/2020,Ajloun,non-food,Fuel (petrol-gasoline),L,0.78,2/15/2020
2/15/2020,Ajloun,oil and fats,Oil (olive),L,6.38,2/15/2020
2/15/2020,Ajloun,oil and fats,Oil (vegetable),1.8 L,1.74,2/15/2020
2/15/2020,Ajloun,pulses and nuts,"Beans (fava, dry)",KG,1.38,2/15/2020
2/15/2020,Ajloun,pulses and nuts,Chickpeas,KG,1.32,2/15/2020
2/15/2020,Ajloun,pulses and nuts,Lentils,KG,0.8,2/15/2020
2/15/2020,Ajloun,vegetables and fruits,Apples (red),KG,1.43,2/15/2020
2/15/2020,Ajloun,vegetables and fruits,Bananas,KG,1.13,2/15/2020
2/15/2020,Ajloun,vegetables and fruits,Cucumbers,KG,0.69,2/15/2020
2/15/2020,Ajloun,vegetables and fruits,Garlic,KG,3.23,2/15/2020
2/15/2020,Ajloun,vegetables and fruits,Onions,KG,0.76,2/15/2020
2/15/2020,Ajloun,vegetables and fruits,Spinach,KG,0.39,2/15/2020
2/15/2020,Ajloun,vegetables and fruits,Tomatoes,KG,0.43,2/15/2020
2/15/2020,Al Aqaba,cereals and tubers,Bread (pita),KG,0.32,2/15/2020
2/15/2020,Al Aqaba,cereals and tubers,Bulgur,KG,0.96,2/15/2020
2/15/2020,Al Aqaba,cereals and tubers,Pasta,300 G,0.35,2/15/2020
2/15/2020,Al Aqaba,cereals and tubers,Potatoes,KG,0.59,2/15/2020
2/15/2020,Al Aqaba,cereals and tubers,Rice (imported),KG,1.39,2/15/2020
2/15/2020,Al Aqaba,cereals and tubers,Wheat flour,1.5 KG,0.9,2/15/2020
2/15/2020,Al Aqaba,"meat, fish and eggs",Eggs,2 KG,2.08,2/15/2020
2/15/2020,Al Aqaba,"meat, fish and eggs",Meat (beef),KG,8.4,2/15/2020
2/15/2020,Al Aqaba,"meat, fish and eggs",Meat (chicken),KG,2.42,2/15/2020
2/15/2020,Al Aqaba,"meat, fish and eggs","Meat (chicken, whole)",KG,1.4,2/15/2020
2/15/2020,Al Aqaba,"meat, fish and eggs",Meat (lamb),KG,10.5,2/15/2020
2/15/2020,Al Aqaba,milk and dairy,Cheese (picon),160 G,0.76,2/15/2020
2/15/2020,Al Aqaba,milk and dairy,"Cheese (white, boiled)",KG,5.82,2/15/2020
2/15/2020,Al Aqaba,milk and dairy,Milk (pasteurized),L,1.15,2/15/2020
2/15/2020,Al Aqaba,milk and dairy,Milk (powder),0.8 KG,3.55,2/15/2020
2/15/2020,Al Aqaba,miscellaneous food,Salt (iodised),750 G,0.28,2/15/2020
2/15/2020,Al Aqaba,miscellaneous food,Sugar,KG,0.67,2/15/2020
2/15/2020,Al Aqaba,non-food,Fuel (gas),12.5 KG,7,2/15/2020
2/15/2020,Al Aqaba,non-food,Fuel (kerosene),L,0.59,2/15/2020
2/15/2020,Al Aqaba,non-food,Fuel (petrol-gasoline),L,0.78,2/15/2020
2/15/2020,Al Aqaba,oil and fats,Oil (olive),L,7.61,2/15/2020
2/15/2020,Al Aqaba,oil and fats,Oil (vegetable),1.8 L,1.83,2/15/2020
2/15/2020,Al Aqaba,pulses and nuts,"Beans (fava, dry)",KG,1.55,2/15/2020
2/15/2020,Al Aqaba,pulses and nuts,Chickpeas,KG,1.86,2/15/2020
2/15/2020,Al Aqaba,pulses and nuts,Lentils,KG,1.23,2/15/2020
2/15/2020,Al Aqaba,vegetables and fruits,Apples (red),KG,1.16,2/15/2020
2/15/2020,Al Aqaba,vegetables and fruits,Cucumbers,KG,0.66,2/15/2020
2/15/2020,Al Aqaba,vegetables and fruits,Garlic,KG,2.78,2/15/2020
2/15/2020,Al Aqaba,vegetables and fruits,Onions,KG,0.66,2/15/2020
2/15/2020,Al Aqaba,vegetables and fruits,Spinach,KG,0.41,2/15/2020
2/15/2020,Al Aqaba,vegetables and fruits,Tomatoes,KG,0.31,2/15/2020
2/15/2020,Al Balqa,cereals and tubers,Bread (pita),KG,0.32,2/15/2020
2/15/2020,Al Balqa,cereals and tubers,Bulgur,KG,1,2/15/2020
2/15/2020,Al Balqa,cereals and tubers,Pasta,300 G,0.36,2/15/2020
2/15/2020,Al Balqa,cereals and tubers,Potatoes,KG,0.55,2/15/2020
2/15/2020,Al Balqa,cereals and tubers,Rice (imported),KG,1.35,2/15/2020
2/15/2020,Al Balqa,cereals and tubers,Wheat flour,1.5 KG,0.91,2/15/2020
2/15/2020,Al Balqa,"meat, fish and eggs",Eggs,2 KG,2.25,2/15/2020
2/15/2020,Al Balqa,"meat, fish and eggs","Fish (tuna, canned)",170 G,0.99,2/15/2020
2/15/2020,Al Balqa,"meat, fish and eggs",Meat (beef),KG,7.5,2/15/2020
2/15/2020,Al Balqa,"meat, fish and eggs",Meat (chicken),KG,2.56,2/15/2020
2/15/2020,Al Balqa,"meat, fish and eggs","Meat (chicken, whole)",KG,1.25,2/15/2020
2/15/2020,Al Balqa,"meat, fish and eggs",Meat (lamb),KG,8.5,2/15/2020
2/15/2020,Al Balqa,milk and dairy,Cheese (picon),160 G,0.82,2/15/2020
2/15/2020,Al Balqa,milk and dairy,"Cheese (white, boiled)",KG,5.25,2/15/2020
2/15/2020,Al Balqa,milk and dairy,Milk (pasteurized),L,1.14,2/15/2020
2/15/2020,Al Balqa,milk and dairy,Milk (powder),0.8 KG,3.67,2/15/2020
2/15/2020,Al Balqa,miscellaneous food,Salt (iodised),750 G,0.25,2/15/2020
2/15/2020,Al Balqa,miscellaneous food,Sugar,KG,0.84,2/15/2020
2/15/2020,Al Balqa,non-food,Fuel (gas),12.5 KG,7,2/15/2020
2/15/2020,Al Balqa,non-food,Fuel (kerosene),L,0.59,2/15/2020
2/15/2020,Al Balqa,non-food,Fuel (petrol-gasoline),L,0.78,2/15/2020
2/15/2020,Al Balqa,oil and fats,Oil (olive),L,6.4,2/15/2020
2/15/2020,Al Balqa,oil and fats,Oil (vegetable),1.8 L,1.86,2/15/2020
2/15/2020,Al Balqa,pulses and nuts,"Beans (fava, dry)",KG,1.63,2/15/2020
2/15/2020,Al Balqa,pulses and nuts,Chickpeas,KG,2.5,2/15/2020
2/15/2020,Al Balqa,pulses and nuts,Lentils,KG,1.05,2/15/2020
2/15/2020,Al Balqa,vegetables and fruits,Apples (red),KG,1.5,2/15/2020
2/15/2020,Al Balqa,vegetables and fruits,Bananas,KG,0.85,2/15/2020
2/15/2020,Al Balqa,vegetables and fruits,Cucumbers,KG,0.75,2/15/2020
2/15/2020,Al Balqa,vegetables and fruits,Garlic,KG,2,2/15/2020
2/15/2020,Al Balqa,vegetables and fruits,Onions,KG,0.6,2/15/2020
2/15/2020,Al Balqa,vegetables and fruits,Spinach,KG,0.4,2/15/2020
2/15/2020,Al Balqa,vegetables and fruits,Tomatoes,KG,0.35,2/15/2020
2/15/2020,Al Karak,cereals and tubers,Bread (pita),KG,0.32,2/15/2020
2/15/2020,Al Karak,cereals and tubers,Bulgur,KG,1.01,2/15/2020
2/15/2020,Al Karak,cereals and tubers,Pasta,300 G,0.45,2/15/2020
2/15/2020,Al Karak,cereals and tubers,Potatoes,KG,0.56,2/15/2020
2/15/2020,Al Karak,cereals and tubers,Rice (imported),KG,1.25,2/15/2020
2/15/2020,Al Karak,cereals and tubers,Wheat flour,1.5 KG,1,2/15/2020
2/15/2020,Al Karak,"meat, fish and eggs",Eggs,2 KG,2.11,2/15/2020
2/15/2020,Al Karak,"meat, fish and eggs","Fish (tuna, canned)",170 G,1,2/15/2020
2/15/2020,Al Karak,"meat, fish and eggs",Meat (beef),KG,7,2/15/2020
2/15/2020,Al Karak,"meat, fish and eggs",Meat (chicken),KG,2.33,2/15/2020
2/15/2020,Al Karak,"meat, fish and eggs","Meat (chicken, whole)",KG,1.25,2/15/2020
2/15/2020,Al Karak,"meat, fish and eggs",Meat (lamb),KG,8.58,2/15/2020
2/15/2020,Al Karak,milk and dairy,Cheese (picon),160 G,0.78,2/15/2020
2/15/2020,Al Karak,milk and dairy,"Cheese (white, boiled)",KG,5.1,2/15/2020
2/15/2020,Al Karak,milk and dairy,Milk (pasteurized),L,1.2,2/15/2020
2/15/2020,Al Karak,milk and dairy,Milk (powder),0.8 KG,3.5,2/15/2020
2/15/2020,Al Karak,miscellaneous food,Salt (iodised),750 G,0.3,2/15/2020
2/15/2020,Al Karak,miscellaneous food,Sugar,KG,0.73,2/15/2020
2/15/2020,Al Karak,non-food,Fuel (gas),12.5 KG,7,2/15/2020
2/15/2020,Al Karak,non-food,Fuel (kerosene),L,0.59,2/15/2020
2/15/2020,Al Karak,non-food,Fuel (petrol-gasoline),L,0.78,2/15/2020
2/15/2020,Al Karak,oil and fats,Oil (olive),L,6.1,2/15/2020
2/15/2020,Al Karak,oil and fats,Oil (vegetable),1.8 L,1.81,2/15/2020
2/15/2020,Al Karak,pulses and nuts,"Beans (fava, dry)",KG,1.36,2/15/2020
2/15/2020,Al Karak,pulses and nuts,Chickpeas,KG,2.23,2/15/2020
2/15/2020,Al Karak,pulses and nuts,Lentils,KG,1.69,2/15/2020
2/15/2020,Al Karak,vegetables and fruits,Apples (red),KG,1.13,2/15/2020
2/15/2020,Al Karak,vegetables and fruits,Bananas,KG,1.25,2/15/2020
2/15/2020,Al Karak,vegetables and fruits,Cucumbers,KG,0.66,2/15/2020
2/15/2020,Al Karak,vegetables and fruits,Garlic,KG,3.18,2/15/2020
2/15/2020,Al Karak,vegetables and fruits,Onions,KG,1.04,2/15/2020
2/15/2020,Al Karak,vegetables and fruits,Spinach,KG,0.58,2/15/2020
2/15/2020,Al Karak,vegetables and fruits,Tomatoes,KG,0.45,2/15/2020
2/15/2020,Al Mafraq,cereals and tubers,Bread (pita),KG,0.33,2/15/2020
2/15/2020,Al Mafraq,cereals and tubers,Bulgur,KG,0.69,2/15/2020
2/15/2020,Al Mafraq,cereals and tubers,Pasta,300 G,0.35,2/15/2020
2/15/2020,Al Mafraq,cereals and tubers,Potatoes,KG,0.56,2/15/2020
2/15/2020,Al Mafraq,cereals and tubers,Rice (imported),KG,1.34,2/15/2020
2/15/2020,Al Mafraq,cereals and tubers,Wheat flour,1.5 KG,0.79,2/15/2020
2/15/2020,Al Mafraq,"meat, fish and eggs",Eggs,2 KG,2.05,2/15/2020
2/15/2020,Al Mafraq,"meat, fish and eggs","Fish (tuna, canned)",170 G,0.98,2/15/2020
2/15/2020,Al Mafraq,"meat, fish and eggs",Meat (beef),KG,8.11,2/15/2020
2/15/2020,Al Mafraq,"meat, fish and eggs",Meat (chicken),KG,1.74,2/15/2020
2/15/2020,Al Mafraq,"meat, fish and eggs","Meat (chicken, whole)",KG,1.23,2/15/2020
2/15/2020,Al Mafraq,"meat, fish and eggs",Meat (lamb),KG,10,2/15/2020
2/15/2020,Al Mafraq,milk and dairy,Cheese (picon),160 G,0.79,2/15/2020
2/15/2020,Al Mafraq,milk and dairy,"Cheese (white, boiled)",KG,5,2/15/2020
2/15/2020,Al Mafraq,milk and dairy,Milk (pasteurized),L,1.2,2/15/2020
2/15/2020,Al Mafraq,milk and dairy,Milk (powder),0.8 KG,3.46,2/15/2020
2/15/2020,Al Mafraq,miscellaneous food,Salt (iodised),750 G,0.28,2/15/2020
2/15/2020,Al Mafraq,miscellaneous food,Sugar,KG,0.75,2/15/2020
2/15/2020,Al Mafraq,non-food,Fuel (gas),12.5 KG,7,2/15/2020
2/15/2020,Al Mafraq,non-food,Fuel (kerosene),L,0.59,2/15/2020
2/15/2020,Al Mafraq,non-food,Fuel (petrol-gasoline),L,0.78,2/15/2020
2/15/2020,Al Mafraq,oil and fats,Oil (olive),L,6.43,2/15/2020
2/15/2020,Al Mafraq,oil and fats,Oil (vegetable),1.8 L,1.79,2/15/2020
2/15/2020,Al Mafraq,pulses and nuts,"Beans (fava, dry)",KG,1.59,2/15/2020
2/15/2020,Al Mafraq,pulses and nuts,Chickpeas,KG,1.31,2/15/2020
2/15/2020,Al Mafraq,pulses and nuts,Lentils,KG,0.96,2/15/2020
2/15/2020,Al Mafraq,vegetables and fruits,Apples (red),KG,1.4,2/15/2020
2/15/2020,Al Mafraq,vegetables and fruits,Bananas,KG,0.89,2/15/2020
2/15/2020,Al Mafraq,vegetables and fruits,Cucumbers,KG,0.64,2/15/2020
2/15/2020,Al Mafraq,vegetables and fruits,Garlic,KG,3.2,2/15/2020
2/15/2020,Al Mafraq,vegetables and fruits,Onions,KG,0.7,2/15/2020
2/15/2020,Al Mafraq,vegetables and fruits,Spinach,KG,0.35,2/15/2020
2/15/2020,Al Mafraq,vegetables and fruits,Tomatoes,KG,0.42,2/15/2020
2/15/2020,Al Tafilah,cereals and tubers,Bread (pita),KG,0.33,2/15/2020
2/15/2020,Al Tafilah,cereals and tubers,Bulgur,KG,0.84,2/15/2020
2/15/2020,Al Tafilah,cereals and tubers,Pasta,300 G,0.4,2/15/2020
2/15/2020,Al Tafilah,cereals and tubers,Potatoes,KG,0.57,2/15/2020
2/15/2020,Al Tafilah,cereals and tubers,Rice (imported),KG,1.25,2/15/2020
2/15/2020,Al Tafilah,cereals and tubers,Wheat flour,1.5 KG,1.08,2/15/2020
2/15/2020,Al Tafilah,"meat, fish and eggs",Eggs,2 KG,2.33,2/15/2020
2/15/2020,Al Tafilah,"meat, fish and eggs","Fish (tuna, canned)",170 G,1,2/15/2020
2/15/2020,Al Tafilah,"meat, fish and eggs",Meat (beef),KG,8,2/15/2020
2/15/2020,Al Tafilah,"meat, fish and eggs",Meat (chicken),KG,2.33,2/15/2020
2/15/2020,Al Tafilah,"meat, fish and eggs","Meat (chicken, whole)",KG,1.3,2/15/2020
2/15/2020,Al Tafilah,"meat, fish and eggs",Meat (lamb),KG,8.5,2/15/2020
2/15/2020,Al Tafilah,milk and dairy,Cheese (picon),160 G,0.78,2/15/2020
2/15/2020,Al Tafilah,milk and dairy,"Cheese (white, boiled)",KG,5.94,2/15/2020
2/15/2020,Al Tafilah,milk and dairy,Milk (pasteurized),L,1.13,2/15/2020
2/15/2020,Al Tafilah,milk and dairy,Milk (powder),0.8 KG,3.5,2/15/2020
2/15/2020,Al Tafilah,miscellaneous food,Salt (iodised),750 G,0.3,2/15/2020
2/15/2020,Al Tafilah,miscellaneous food,Sugar,KG,0.75,2/15/2020
2/15/2020,Al Tafilah,non-food,Fuel (gas),12.5 KG,7,2/15/2020
2/15/2020,Al Tafilah,non-food,Fuel (kerosene),L,0.59,2/15/2020
2/15/2020,Al Tafilah,non-food,Fuel (petrol-gasoline),L,0.78,2/15/2020
2/15/2020,Al Tafilah,oil and fats,Oil (olive),L,6.5,2/15/2020
2/15/2020,Al Tafilah,oil and fats,Oil (vegetable),1.8 L,1.78,2/15/2020
2/15/2020,Al Tafilah,pulses and nuts,"Beans (fava, dry)",KG,1.25,2/15/2020
2/15/2020,Al Tafilah,pulses and nuts,Chickpeas,KG,2.23,2/15/2020
2/15/2020,Al Tafilah,pulses and nuts,Lentils,KG,1.6,2/15/2020
2/15/2020,Al Tafilah,vegetables and fruits,Apples (red),KG,1.08,2/15/2020
2/15/2020,Al Tafilah,vegetables and fruits,Bananas,KG,1.22,2/15/2020
2/15/2020,Al Tafilah,vegetables and fruits,Cucumbers,KG,0.65,2/15/2020
2/15/2020,Al Tafilah,vegetables and fruits,Garlic,KG,2.42,2/15/2020
2/15/2020,Al Tafilah,vegetables and fruits,Onions,KG,0.62,2/15/2020
2/15/2020,Al Tafilah,vegetables and fruits,Spinach,KG,0.46,2/15/2020
2/15/2020,Al Tafilah,vegetables and fruits,Tomatoes,KG,0.4,2/15/2020
2/15/2020,Amman,cereals and tubers,Bread (pita),KG,0.32,2/15/2020
2/15/2020,Amman,cereals and tubers,Bulgur,KG,0.83,2/15/2020
2/15/2020,Amman,cereals and tubers,Pasta,300 G,0.34,2/15/2020
2/15/2020,Amman,cereals and tubers,Potatoes,KG,0.67,2/15/2020
2/15/2020,Amman,cereals and tubers,Rice (imported),KG,1.36,2/15/2020
2/15/2020,Amman,cereals and tubers,Wheat flour,1.5 KG,0.8,2/15/2020
2/15/2020,Amman,"meat, fish and eggs",Eggs,2 KG,2.04,2/15/2020
2/15/2020,Amman,"meat, fish and eggs","Fish (tuna, canned)",170 G,0.9,2/15/2020
2/15/2020,Amman,"meat, fish and eggs",Meat (beef),KG,8.37,2/15/2020
2/15/2020,Amman,"meat, fish and eggs",Meat (chicken),KG,2.15,2/15/2020
2/15/2020,Amman,"meat, fish and eggs","Meat (chicken, whole)",KG,1.34,2/15/2020
2/15/2020,Amman,"meat, fish and eggs",Meat (lamb),KG,10.36,2/15/2020
2/15/2020,Amman,milk and dairy,Cheese (picon),160 G,0.71,2/15/2020
2/15/2020,Amman,milk and dairy,"Cheese (white, boiled)",KG,5.91,2/15/2020
2/15/2020,Amman,milk and dairy,Milk (pasteurized),L,1.06,2/15/2020
2/15/2020,Amman,milk and dairy,Milk (powder),0.8 KG,3.37,2/15/2020
2/15/2020,Amman,miscellaneous food,Salt (iodised),750 G,0.3,2/15/2020
2/15/2020,Amman,miscellaneous food,Sugar,KG,0.61,2/15/2020
2/15/2020,Amman,non-food,Fuel (gas),12.5 KG,7,2/15/2020
2/15/2020,Amman,non-food,Fuel (kerosene),L,0.59,2/15/2020
2/15/2020,Amman,non-food,Fuel (petrol-gasoline),L,0.78,2/15/2020
2/15/2020,Amman,oil and fats,Oil (olive),L,6.75,2/15/2020
2/15/2020,Amman,oil and fats,Oil (vegetable),1.8 L,1.82,2/15/2020
2/15/2020,Amman,pulses and nuts,"Beans (fava, dry)",KG,1.55,2/15/2020
2/15/2020,Amman,pulses and nuts,Chickpeas,KG,1.91,2/15/2020
2/15/2020,Amman,pulses and nuts,Lentils,KG,1.08,2/15/2020
2/15/2020,Amman,vegetables and fruits,Apples (red),KG,1.83,2/15/2020
2/15/2020,Amman,vegetables and fruits,Bananas,KG,0.99,2/15/2020
2/15/2020,Amman,vegetables and fruits,Cucumbers,KG,0.74,2/15/2020
2/15/2020,Amman,vegetables and fruits,Garlic,KG,3.85,2/15/2020
2/15/2020,Amman,vegetables and fruits,Onions,KG,0.7,2/15/2020
2/15/2020,Amman,vegetables and fruits,Spinach,KG,0.36,2/15/2020
2/15/2020,Amman,vegetables and fruits,Tomatoes,KG,0.53,2/15/2020
2/15/2020,Irbid,cereals and tubers,Bread (pita),KG,0.32,2/15/2020
2/15/2020,Irbid,cereals and tubers,Bulgur,KG,0.76,2/15/2020
2/15/2020,Irbid,cereals and tubers,Pasta,300 G,0.33,2/15/2020
2/15/2020,Irbid,cereals and tubers,Potatoes,KG,0.58,2/15/2020
2/15/2020,Irbid,cereals and tubers,Rice (imported),KG,1.3,2/15/2020
2/15/2020,Irbid,cereals and tubers,Wheat flour,1.5 KG,0.85,2/15/2020
2/15/2020,Irbid,"meat, fish and eggs",Eggs,2 KG,2.03,2/15/2020
2/15/2020,Irbid,"meat, fish and eggs","Fish (tuna, canned)",170 G,0.94,2/15/2020
2/15/2020,Irbid,"meat, fish and eggs",Meat (beef),KG,8.39,2/15/2020
2/15/2020,Irbid,"meat, fish and eggs",Meat (chicken),KG,1.96,2/15/2020
2/15/2020,Irbid,"meat, fish and eggs","Meat (chicken, whole)",KG,1.22,2/15/2020
2/15/2020,Irbid,"meat, fish and eggs",Meat (lamb),KG,9.95,2/15/2020
2/15/2020,Irbid,milk and dairy,Cheese (picon),160 G,0.77,2/15/2020
2/15/2020,Irbid,milk and dairy,"Cheese (white, boiled)",KG,5.78,2/15/2020
2/15/2020,Irbid,milk and dairy,Milk (pasteurized),L,1.2,2/15/2020
2/15/2020,Irbid,milk and dairy,Milk (powder),0.8 KG,3.35,2/15/2020
2/15/2020,Irbid,miscellaneous food,Salt (iodised),750 G,0.27,2/15/2020
2/15/2020,Irbid,miscellaneous food,Sugar,KG,0.61,2/15/2020
2/15/2020,Irbid,non-food,Fuel (gas),12.5 KG,7,2/15/2020
2/15/2020,Irbid,non-food,Fuel (kerosene),L,0.59,2/15/2020
2/15/2020,Irbid,non-food,Fuel (petrol-gasoline),L,0.78,2/15/2020
2/15/2020,Irbid,oil and fats,Oil (olive),L,6.5,2/15/2020
2/15/2020,Irbid,oil and fats,Oil (vegetable),1.8 L,1.92,2/15/2020
2/15/2020,Irbid,pulses and nuts,"Beans (fava, dry)",KG,1.34,2/15/2020
2/15/2020,Irbid,pulses and nuts,Chickpeas,KG,1.68,2/15/2020
2/15/2020,Irbid,pulses and nuts,Lentils,KG,1.05,2/15/2020
