date,market,category,commodity,unit,price,H-date
6/15/2013,National Average,oil and fats,Oil (olive),KG,4.86,6/15/2013
6/15/2013,National Average,oil and fats,Oil (vegetable),1.8 L,1.92,6/15/2013
6/15/2013,National Average,pulses and nuts,"Beans (fava, dry)",KG,1.48,6/15/2013
6/15/2013,National Average,pulses and nuts,Chickpeas,KG,1.75,6/15/2013
6/15/2013,National Average,pulses and nuts,Lentils,KG,1.32,6/15/2013
6/15/2013,National Average,vegetables and fruits,Apples (red),KG,2.31,6/15/2013
6/15/2013,National Average,vegetables and fruits,Bananas,KG,0.85,6/15/2013
6/15/2013,National Average,vegetables and fruits,Cucumbers,KG,0.52,6/15/2013
6/15/2013,National Average,vegetables and fruits,Garlic,KG,2.4,6/15/2013
6/15/2013,National Average,vegetables and fruits,Onions,KG,0.56,6/15/2013
6/15/2013,National Average,vegetables and fruits,Oranges (big size),KG,1.05,6/15/2013
6/15/2013,National Average,vegetables and fruits,Tomatoes,KG,0.65,6/15/2013
7/15/2013,National Average,cereals and tubers,Bread (pita),KG,0.17,7/15/2013
7/15/2013,National Average,cereals and tubers,Potatoes,KG,0.83,7/15/2013
7/15/2013,National Average,cereals and tubers,Rice (imported),KG,1.11,7/15/2013
7/15/2013,National Average,"meat, fish and eggs",Eggs,2 KG,3.51,7/15/2013
7/15/2013,National Average,"meat, fish and eggs",Meat (beef),KG,9.61,7/15/2013
7/15/2013,National Average,"meat, fish and eggs",Meat (chicken),KG,2.5,7/15/2013
7/15/2013,National Average,"meat, fish and eggs","Meat (chicken, whole)",KG,1.95,7/15/2013
7/15/2013,National Average,"meat, fish and eggs",Meat (lamb),KG,12.25,7/15/2013
7/15/2013,National Average,milk and dairy,"Cheese (white, boiled)",KG,4.71,7/15/2013
7/15/2013,National Average,milk and dairy,Milk (pasteurized),L,1.17,7/15/2013
7/15/2013,National Average,miscellaneous food,Sugar,KG,0.76,7/15/2013
7/15/2013,National Average,oil and fats,Oil (olive),KG,4.86,7/15/2013
7/15/2013,National Average,oil and fats,Oil (vegetable),1.8 L,1.81,7/15/2013
7/15/2013,National Average,pulses and nuts,"Beans (fava, dry)",KG,1.5,7/15/2013
7/15/2013,National Average,pulses and nuts,Chickpeas,KG,1.74,7/15/2013
7/15/2013,National Average,pulses and nuts,Lentils,KG,1.3,7/15/2013
7/15/2013,National Average,vegetables and fruits,Apples (red),KG,2.3,7/15/2013
7/15/2013,National Average,vegetables and fruits,Bananas,KG,0.87,7/15/2013
7/15/2013,National Average,vegetables and fruits,Cucumbers,KG,0.55,7/15/2013
7/15/2013,National Average,vegetables and fruits,Garlic,KG,2.4,7/15/2013
7/15/2013,National Average,vegetables and fruits,Onions,KG,0.57,7/15/2013
7/15/2013,National Average,vegetables and fruits,Oranges (big size),KG,0.91,7/15/2013
7/15/2013,National Average,vegetables and fruits,Tomatoes,KG,0.59,7/15/2013
8/15/2013,National Average,cereals and tubers,Bread (pita),KG,0.17,8/15/2013
8/15/2013,National Average,cereals and tubers,Potatoes,KG,0.87,8/15/2013
8/15/2013,National Average,cereals and tubers,Rice (imported),KG,1.11,8/15/2013
8/15/2013,National Average,"meat, fish and eggs",Eggs,2 KG,3.49,8/15/2013
8/15/2013,National Average,"meat, fish and eggs",Meat (beef),KG,9.41,8/15/2013
8/15/2013,National Average,"meat, fish and eggs",Meat (chicken),KG,2.41,8/15/2013
8/15/2013,National Average,"meat, fish and eggs","Meat (chicken, whole)",KG,1.69,8/15/2013
8/15/2013,National Average,"meat, fish and eggs",Meat (lamb),KG,11.98,8/15/2013
8/15/2013,National Average,milk and dairy,"Cheese (white, boiled)",KG,4.92,8/15/2013
8/15/2013,National Average,milk and dairy,Milk (pasteurized),L,1.17,8/15/2013
8/15/2013,National Average,miscellaneous food,Sugar,KG,0.76,8/15/2013
8/15/2013,National Average,oil and fats,Oil (olive),KG,4.86,8/15/2013
8/15/2013,National Average,oil and fats,Oil (vegetable),1.8 L,1.81,8/15/2013
8/15/2013,National Average,pulses and nuts,"Beans (fava, dry)",KG,1.5,8/15/2013
8/15/2013,National Average,pulses and nuts,Chickpeas,KG,1.73,8/15/2013
8/15/2013,National Average,pulses and nuts,Lentils,KG,1.3,8/15/2013
8/15/2013,National Average,vegetables and fruits,Apples (red),KG,2.35,8/15/2013
8/15/2013,National Average,vegetables and fruits,Bananas,KG,0.88,8/15/2013
8/15/2013,National Average,vegetables and fruits,Cucumbers,KG,0.69,8/15/2013
8/15/2013,National Average,vegetables and fruits,Garlic,KG,2.57,8/15/2013
8/15/2013,National Average,vegetables and fruits,Onions,KG,0.64,8/15/2013
8/15/2013,National Average,vegetables and fruits,Oranges (big size),KG,1.07,8/15/2013
8/15/2013,National Average,vegetables and fruits,Tomatoes,KG,0.58,8/15/2013
9/15/2013,National Average,cereals and tubers,Bread (pita),KG,0.17,9/15/2013
9/15/2013,National Average,cereals and tubers,Potatoes,KG,0.88,9/15/2013
9/15/2013,National Average,cereals and tubers,Rice (imported),KG,1.11,9/15/2013
9/15/2013,National Average,"meat, fish and eggs",Eggs,2 KG,3.49,9/15/2013
9/15/2013,National Average,"meat, fish and eggs",Meat (beef),KG,9.6,9/15/2013
9/15/2013,National Average,"meat, fish and eggs",Meat (chicken),KG,2.24,9/15/2013
9/15/2013,National Average,"meat, fish and eggs","Meat (chicken, whole)",KG,1.63,9/15/2013
9/15/2013,National Average,"meat, fish and eggs",Meat (lamb),KG,12.05,9/15/2013
9/15/2013,National Average,milk and dairy,"Cheese (white, boiled)",KG,4.92,9/15/2013
9/15/2013,National Average,milk and dairy,Milk (pasteurized),L,1.17,9/15/2013
9/15/2013,National Average,miscellaneous food,Sugar,KG,0.76,9/15/2013
9/15/2013,National Average,oil and fats,Oil (olive),KG,4.86,9/15/2013
9/15/2013,National Average,oil and fats,Oil (vegetable),1.8 L,1.79,9/15/2013
9/15/2013,National Average,pulses and nuts,"Beans (fava, dry)",KG,1.5,9/15/2013
9/15/2013,National Average,pulses and nuts,Chickpeas,KG,1.73,9/15/2013
9/15/2013,National Average,pulses and nuts,Lentils,KG,1.28,9/15/2013
9/15/2013,National Average,vegetables and fruits,Apples (red),KG,2.43,9/15/2013
9/15/2013,National Average,vegetables and fruits,Bananas,KG,0.93,9/15/2013
9/15/2013,National Average,vegetables and fruits,Cucumbers,KG,0.78,9/15/2013
9/15/2013,National Average,vegetables and fruits,Garlic,KG,1.93,9/15/2013
9/15/2013,National Average,vegetables and fruits,Onions,KG,0.65,9/15/2013
9/15/2013,National Average,vegetables and fruits,Oranges (big size),KG,1.14,9/15/2013
9/15/2013,National Average,vegetables and fruits,Tomatoes,KG,0.65,9/15/2013
10/15/2013,National Average,cereals and tubers,Bread (pita),KG,0.17,10/15/2013
10/15/2013,National Average,cereals and tubers,Potatoes,KG,0.88,10/15/2013
10/15/2013,National Average,cereals and tubers,Rice (imported),KG,1.12,10/15/2013
10/15/2013,National Average,"meat, fish and eggs",Eggs,2 KG,3.52,10/15/2013
10/15/2013,National Average,"meat, fish and eggs",Meat (beef),KG,9.57,10/15/2013
10/15/2013,National Average,"meat, fish and eggs",Meat (chicken),KG,2.25,10/15/2013
10/15/2013,National Average,"meat, fish and eggs","Meat (chicken, whole)",KG,1.57,10/15/2013
10/15/2013,National Average,"meat, fish and eggs",Meat (lamb),KG,12.05,10/15/2013
10/15/2013,National Average,milk and dairy,"Cheese (white, boiled)",KG,4.92,10/15/2013
10/15/2013,National Average,milk and dairy,Milk (pasteurized),L,1.17,10/15/2013
10/15/2013,National Average,miscellaneous food,Sugar,KG,0.76,10/15/2013
10/15/2013,National Average,oil and fats,Oil (olive),KG,4.89,10/15/2013
10/15/2013,National Average,oil and fats,Oil (vegetable),1.8 L,1.79,10/15/2013
10/15/2013,National Average,pulses and nuts,"Beans (fava, dry)",KG,1.5,10/15/2013
10/15/2013,National Average,pulses and nuts,Chickpeas,KG,1.69,10/15/2013
10/15/2013,National Average,pulses and nuts,Lentils,KG,1.28,10/15/2013
10/15/2013,National Average,vegetables and fruits,Apples (red),KG,2.4,10/15/2013
10/15/2013,National Average,vegetables and fruits,Bananas,KG,0.88,10/15/2013
10/15/2013,National Average,vegetables and fruits,Cucumbers,KG,0.79,10/15/2013
10/15/2013,National Average,vegetables and fruits,Garlic,KG,2.06,10/15/2013
10/15/2013,National Average,vegetables and fruits,Onions,KG,0.59,10/15/2013
10/15/2013,National Average,vegetables and fruits,Oranges (big size),KG,1.38,10/15/2013
10/15/2013,National Average,vegetables and fruits,Tomatoes,KG,0.77,10/15/2013
11/15/2013,National Average,cereals and tubers,Bread (pita),KG,0.17,11/15/2013
11/15/2013,National Average,cereals and tubers,Potatoes,KG,0.95,11/15/2013
11/15/2013,National Average,cereals and tubers,Rice (imported),KG,1.11,11/15/2013
11/15/2013,National Average,"meat, fish and eggs",Eggs,2 KG,3.54,11/15/2013
11/15/2013,National Average,"meat, fish and eggs",Meat (beef),KG,9.52,11/15/2013
11/15/2013,National Average,"meat, fish and eggs",Meat (chicken),KG,2.23,11/15/2013
11/15/2013,National Average,"meat, fish and eggs","Meat (chicken, whole)",KG,1.52,11/15/2013
11/15/2013,National Average,"meat, fish and eggs",Meat (lamb),KG,12.14,11/15/2013
11/15/2013,National Average,milk and dairy,"Cheese (white, boiled)",KG,5.19,11/15/2013
11/15/2013,National Average,milk and dairy,Milk (pasteurized),L,1.17,11/15/2013
11/15/2013,National Average,miscellaneous food,Sugar,KG,0.74,11/15/2013
11/15/2013,National Average,oil and fats,Oil (olive),KG,4.89,11/15/2013
11/15/2013,National Average,oil and fats,Oil (vegetable),1.8 L,1.82,11/15/2013
11/15/2013,National Average,pulses and nuts,"Beans (fava, dry)",KG,1.5,11/15/2013
11/15/2013,National Average,pulses and nuts,Chickpeas,KG,1.7,11/15/2013
11/15/2013,National Average,pulses and nuts,Lentils,KG,1.27,11/15/2013
11/15/2013,National Average,vegetables and fruits,Apples (red),KG,2.41,11/15/2013
11/15/2013,National Average,vegetables and fruits,Bananas,KG,0.84,11/15/2013
11/15/2013,National Average,vegetables and fruits,Cucumbers,KG,0.56,11/15/2013
11/15/2013,National Average,vegetables and fruits,Garlic,KG,1.84,11/15/2013
11/15/2013,National Average,vegetables and fruits,Onions,KG,0.53,11/15/2013
11/15/2013,National Average,vegetables and fruits,Oranges (big size),KG,1.35,11/15/2013
11/15/2013,National Average,vegetables and fruits,Tomatoes,KG,0.63,11/15/2013
12/15/2013,National Average,cereals and tubers,Bread (pita),KG,0.17,12/15/2013
12/15/2013,National Average,cereals and tubers,Potatoes,KG,1,12/15/2013
12/15/2013,National Average,cereals and tubers,Rice (imported),KG,1.22,12/15/2013
12/15/2013,National Average,"meat, fish and eggs",Eggs,2 KG,3.54,12/15/2013
12/15/2013,National Average,"meat, fish and eggs",Meat (beef),KG,9.63,12/15/2013
12/15/2013,National Average,"meat, fish and eggs",Meat (chicken),KG,2.3,12/15/2013
12/15/2013,National Average,"meat, fish and eggs","Meat (chicken, whole)",KG,1.55,12/15/2013
12/15/2013,National Average,"meat, fish and eggs",Meat (lamb),KG,12.18,12/15/2013
12/15/2013,National Average,milk and dairy,"Cheese (white, boiled)",KG,5.19,12/15/2013
12/15/2013,National Average,milk and dairy,Milk (pasteurized),L,1.17,12/15/2013
12/15/2013,National Average,miscellaneous food,Sugar,KG,0.73,12/15/2013
12/15/2013,National Average,oil and fats,Oil (olive),KG,4.89,12/15/2013
12/15/2013,National Average,oil and fats,Oil (vegetable),1.8 L,1.8,12/15/2013
12/15/2013,National Average,pulses and nuts,"Beans (fava, dry)",KG,1.5,12/15/2013
12/15/2013,National Average,pulses and nuts,Chickpeas,KG,1.7,12/15/2013
12/15/2013,National Average,pulses and nuts,Lentils,KG,1.27,12/15/2013
12/15/2013,National Average,vegetables and fruits,Apples (red),KG,2.51,12/15/2013
12/15/2013,National Average,vegetables and fruits,Bananas,KG,0.86,12/15/2013
12/15/2013,National Average,vegetables and fruits,Cucumbers,KG,0.9,12/15/2013
12/15/2013,National Average,vegetables and fruits,Garlic,KG,1.74,12/15/2013
12/15/2013,National Average,vegetables and fruits,Onions,KG,0.55,12/15/2013
12/15/2013,National Average,vegetables and fruits,Oranges (big size),KG,1.02,12/15/2013
12/15/2013,National Average,vegetables and fruits,Tomatoes,KG,0.5,12/15/2013
1/15/2014,National Average,cereals and tubers,Bread (pita),KG,0.17,1/15/2014
1/15/2014,National Average,cereals and tubers,Potatoes,KG,0.92,1/15/2014
1/15/2014,National Average,cereals and tubers,Rice (imported),KG,1.11,1/15/2014
1/15/2014,National Average,"meat, fish and eggs",Eggs,2 KG,3.54,1/15/2014
1/15/2014,National Average,"meat, fish and eggs",Meat (beef),KG,9.84,1/15/2014
1/15/2014,National Average,"meat, fish and eggs",Meat (chicken),KG,2.3,1/15/2014
1/15/2014,National Average,"meat, fish and eggs","Meat (chicken, whole)",KG,1.68,1/15/2014
1/15/2014,National Average,"meat, fish and eggs",Meat (lamb),KG,11.93,1/15/2014
1/15/2014,National Average,milk and dairy,"Cheese (white, boiled)",KG,5.19,1/15/2014
1/15/2014,National Average,milk and dairy,Milk (pasteurized),L,1.16,1/15/2014
1/15/2014,National Average,miscellaneous food,Sugar,KG,0.73,1/15/2014
1/15/2014,National Average,oil and fats,Oil (olive),KG,4.92,1/15/2014
1/15/2014,National Average,oil and fats,Oil (vegetable),1.8 L,1.8,1/15/2014
1/15/2014,National Average,pulses and nuts,"Beans (fava, dry)",KG,1.51,1/15/2014
1/15/2014,National Average,pulses and nuts,Chickpeas,KG,1.7,1/15/2014
1/15/2014,National Average,pulses and nuts,Lentils,KG,1.24,1/15/2014
1/15/2014,National Average,vegetables and fruits,Apples (red),KG,2.4,1/15/2014
1/15/2014,National Average,vegetables and fruits,Bananas,KG,0.88,1/15/2014
1/15/2014,National Average,vegetables and fruits,Cucumbers,KG,0.71,1/15/2014
1/15/2014,National Average,vegetables and fruits,Garlic,KG,1.69,1/15/2014
1/15/2014,National Average,vegetables and fruits,Onions,KG,0.51,1/15/2014
1/15/2014,National Average,vegetables and fruits,Tomatoes,KG,0.56,1/15/2014
2/15/2014,National Average,cereals and tubers,Bread (pita),KG,0.17,2/15/2014
2/15/2014,National Average,cereals and tubers,Potatoes,KG,0.76,2/15/2014
2/15/2014,National Average,cereals and tubers,Rice (imported),KG,1.22,2/15/2014
2/15/2014,National Average,"meat, fish and eggs",Eggs,2 KG,3.56,2/15/2014
2/15/2014,National Average,"meat, fish and eggs",Meat (beef),KG,9.5,2/15/2014
2/15/2014,National Average,"meat, fish and eggs",Meat (chicken),KG,2.34,2/15/2014
2/15/2014,National Average,"meat, fish and eggs","Meat (chicken, whole)",KG,1.9,2/15/2014
2/15/2014,National Average,"meat, fish and eggs",Meat (lamb),KG,11.83,2/15/2014
2/15/2014,National Average,milk and dairy,"Cheese (white, boiled)",KG,5.19,2/15/2014
2/15/2014,National Average,milk and dairy,Milk (pasteurized),L,1.16,2/15/2014
2/15/2014,National Average,miscellaneous food,Sugar,KG,0.73,2/15/2014
2/15/2014,National Average,oil and fats,Oil (olive),KG,4.92,2/15/2014
2/15/2014,National Average,oil and fats,Oil (vegetable),1.8 L,1.79,2/15/2014
2/15/2014,National Average,pulses and nuts,"Beans (fava, dry)",KG,1.54,2/15/2014
2/15/2014,National Average,pulses and nuts,Chickpeas,KG,1.81,2/15/2014
2/15/2014,National Average,pulses and nuts,Lentils,KG,1.25,2/15/2014
2/15/2014,National Average,vegetables and fruits,Apples (red),KG,2.36,2/15/2014
2/15/2014,National Average,vegetables and fruits,Bananas,KG,0.85,2/15/2014
2/15/2014,National Average,vegetables and fruits,Cucumbers,KG,0.73,2/15/2014
2/15/2014,National Average,vegetables and fruits,Garlic,KG,1.64,2/15/2014
2/15/2014,National Average,vegetables and fruits,Onions,KG,0.59,2/15/2014
2/15/2014,National Average,vegetables and fruits,Tomatoes,KG,0.57,2/15/2014
3/15/2014,National Average,cereals and tubers,Bread (pita),KG,0.17,3/15/2014
3/15/2014,National Average,cereals and tubers,Potatoes,KG,0.75,3/15/2014
3/15/2014,National Average,cereals and tubers,Rice (imported),KG,1.21,3/15/2014
3/15/2014,National Average,"meat, fish and eggs",Eggs,2 KG,3.59,3/15/2014
3/15/2014,National Average,"meat, fish and eggs",Meat (beef),KG,9.55,3/15/2014
3/15/2014,National Average,"meat, fish and eggs",Meat (chicken),KG,2.38,3/15/2014
3/15/2014,National Average,"meat, fish and eggs","Meat (chicken, whole)",KG,1.98,3/15/2014
3/15/2014,National Average,"meat, fish and eggs",Meat (lamb),KG,11.95,3/15/2014
3/15/2014,National Average,milk and dairy,"Cheese (white, boiled)",KG,5.19,3/15/2014
3/15/2014,National Average,milk and dairy,Milk (pasteurized),L,1.16,3/15/2014
3/15/2014,National Average,miscellaneous food,Sugar,KG,0.73,3/15/2014
3/15/2014,National Average,oil and fats,Oil (olive),KG,4.92,3/15/2014
3/15/2014,National Average,oil and fats,Oil (vegetable),1.8 L,1.79,3/15/2014
3/15/2014,National Average,pulses and nuts,"Beans (fava, dry)",KG,1.55,3/15/2014
3/15/2014,National Average,pulses and nuts,Chickpeas,KG,1.8,3/15/2014
3/15/2014,National Average,pulses and nuts,Lentils,KG,1.24,3/15/2014
3/15/2014,National Average,vegetables and fruits,Apples (red),KG,2.32,3/15/2014
3/15/2014,National Average,vegetables and fruits,Bananas,KG,0.85,3/15/2014
3/15/2014,National Average,vegetables and fruits,Cucumbers,KG,0.72,3/15/2014
3/15/2014,National Average,vegetables and fruits,Garlic,KG,1.65,3/15/2014
3/15/2014,National Average,vegetables and fruits,Onions,KG,0.68,3/15/2014
3/15/2014,National Average,vegetables and fruits,Oranges (big size),KG,0.99,3/15/2014
3/15/2014,National Average,vegetables and fruits,Tomatoes,KG,0.55,3/15/2014
4/15/2014,National Average,cereals and tubers,Bread (pita),KG,0.17,4/15/2014
4/15/2014,National Average,cereals and tubers,Potatoes,KG,0.72,4/15/2014
4/15/2014,National Average,cereals and tubers,Rice (imported),KG,1.21,4/15/2014
4/15/2014,National Average,"meat, fish and eggs",Eggs,2 KG,3.55,4/15/2014
4/15/2014,National Average,"meat, fish and eggs",Meat (beef),KG,9.37,4/15/2014
4/15/2014,National Average,"meat, fish and eggs",Meat (chicken),KG,2.38,4/15/2014
4/15/2014,National Average,"meat, fish and eggs","Meat (chicken, whole)",KG,1.9,4/15/2014
4/15/2014,National Average,"meat, fish and eggs",Meat (lamb),KG,11.83,4/15/2014
4/15/2014,National Average,milk and dairy,"Cheese (white, boiled)",KG,5.19,4/15/2014
4/15/2014,National Average,milk and dairy,Milk (pasteurized),L,1.16,4/15/2014
4/15/2014,National Average,miscellaneous food,Sugar,KG,0.74,4/15/2014
4/15/2014,National Average,oil and fats,Oil (olive),KG,4.92,4/15/2014
4/15/2014,National Average,oil and fats,Oil (vegetable),1.8 L,1.78,4/15/2014
4/15/2014,National Average,pulses and nuts,"Beans (fava, dry)",KG,1.55,4/15/2014
4/15/2014,National Average,pulses and nuts,Chickpeas,KG,1.75,4/15/2014
4/15/2014,National Average,pulses and nuts,Lentils,KG,1.17,4/15/2014
4/15/2014,National Average,vegetables and fruits,Apples (red),KG,2.39,4/15/2014
4/15/2014,National Average,vegetables and fruits,Bananas,KG,0.85,4/15/2014
4/15/2014,National Average,vegetables and fruits,Cucumbers,KG,0.58,4/15/2014
4/15/2014,National Average,vegetables and fruits,Garlic,KG,1.71,4/15/2014
4/15/2014,National Average,vegetables and fruits,Onions,KG,0.62,4/15/2014
4/15/2014,National Average,vegetables and fruits,Oranges (big size),KG,1.09,4/15/2014
4/15/2014,National Average,vegetables and fruits,Tomatoes,KG,0.59,4/15/2014
5/15/2014,National Average,cereals and tubers,Bread (pita),KG,0.17,5/15/2014
5/15/2014,National Average,cereals and tubers,Potatoes,KG,0.71,5/15/2014
5/15/2014,National Average,cereals and tubers,Rice (imported),KG,1.23,5/15/2014
5/15/2014,National Average,"meat, fish and eggs",Eggs,2 KG,3.33,5/15/2014
