date,market,category,commodity,unit,price,H-date
4/15/2022,Al Aqaba,cereals and tubers,Wheat flour,1.5 KG,0.93,14/09/1443
4/15/2022,Al Aqaba,"meat, fish and eggs",Eggs,2 KG,2.33,14/09/1443
4/15/2022,Al Aqaba,"meat, fish and eggs","Fish (tuna, canned)",170 G,1.16,14/09/1443
4/15/2022,Al Aqaba,"meat, fish and eggs",Meat (beef),KG,8.72,14/09/1443
4/15/2022,Al Aqaba,"meat, fish and eggs",Meat (chicken),KG,2.2,14/09/1443
4/15/2022,Al Aqaba,"meat, fish and eggs","Meat (chicken, whole)",KG,1.7,14/09/1443
4/15/2022,Al Aqaba,"meat, fish and eggs",Meat (lamb),KG,10.33,14/09/1443
4/15/2022,Al Aqaba,milk and dairy,Cheese (picon),160 G,0.72,14/09/1443
4/15/2022,Al Aqaba,milk and dairy,"Cheese (white, boiled)",KG,5.75,14/09/1443
4/15/2022,Al Aqaba,milk and dairy,Milk (pasteurized),L,1.08,14/09/1443
4/15/2022,Al Aqaba,milk and dairy,Milk (powder),0.8 KG,3.59,14/09/1443
4/15/2022,Al Aqaba,miscellaneous food,Salt (iodised),750 G,0.26,14/09/1443
4/15/2022,Al Aqaba,miscellaneous food,Sugar,KG,0.68,14/09/1443
4/15/2022,Al Aqaba,non-food,Fuel (diesel),L,0.61,14/09/1443
4/15/2022,Al Aqaba,non-food,Fuel (gas),12.5 KG,7,14/09/1443
4/15/2022,Al Aqaba,non-food,Fuel (kerosene),L,0.61,14/09/1443
4/15/2022,Al Aqaba,non-food,Fuel (petrol-gasoline),L,0.85,14/09/1443
4/15/2022,Al Aqaba,oil and fats,Oil (olive),L,7.48,14/09/1443
4/15/2022,Al Aqaba,oil and fats,Oil (vegetable),1.8 L,2.42,14/09/1443
4/15/2022,Al Aqaba,pulses and nuts,"Beans (fava, dry)",KG,1.52,14/09/1443
4/15/2022,Al Aqaba,pulses and nuts,Chickpeas,KG,1.81,14/09/1443
4/15/2022,Al Aqaba,pulses and nuts,Lentils,KG,1.25,14/09/1443
4/15/2022,Al Aqaba,vegetables and fruits,Apples (red),KG,1.19,14/09/1443
4/15/2022,Al Aqaba,vegetables and fruits,Cucumbers,KG,0.54,14/09/1443
4/15/2022,Al Aqaba,vegetables and fruits,Garlic,KG,3.25,14/09/1443
4/15/2022,Al Aqaba,vegetables and fruits,Onions,KG,0.57,14/09/1443
4/15/2022,Al Aqaba,vegetables and fruits,Oranges (big size),KG,0.88,14/09/1443
4/15/2022,Al Aqaba,vegetables and fruits,Spinach,KG,0.4,14/09/1443
4/15/2022,Al Aqaba,vegetables and fruits,Tomatoes,KG,0.61,14/09/1443
4/15/2022,Al Balqa,cereals and tubers,Bread (pita),KG,0.32,14/09/1443
4/15/2022,Al Balqa,cereals and tubers,Bulgur,KG,1.02,14/09/1443
4/15/2022,Al Balqa,cereals and tubers,Pasta,300 G,0.35,14/09/1443
4/15/2022,Al Balqa,cereals and tubers,Potatoes,KG,0.64,14/09/1443
4/15/2022,Al Balqa,cereals and tubers,Rice (imported),KG,1.37,14/09/1443
4/15/2022,Al Balqa,cereals and tubers,Wheat flour,1.5 KG,0.88,14/09/1443
4/15/2022,Al Balqa,"meat, fish and eggs",Eggs,2 KG,2.75,14/09/1443
4/15/2022,Al Balqa,"meat, fish and eggs","Fish (tuna, canned)",170 G,1.13,14/09/1443
4/15/2022,Al Balqa,"meat, fish and eggs",Meat (beef),KG,8,14/09/1443
4/15/2022,Al Balqa,"meat, fish and eggs",Meat (chicken),KG,2.3,14/09/1443
4/15/2022,Al Balqa,"meat, fish and eggs","Meat (chicken, whole)",KG,1.73,14/09/1443
4/15/2022,Al Balqa,"meat, fish and eggs",Meat (lamb),KG,9,14/09/1443
4/15/2022,Al Balqa,milk and dairy,Cheese (picon),160 G,0.61,14/09/1443
4/15/2022,Al Balqa,milk and dairy,"Cheese (white, boiled)",KG,5.79,14/09/1443
4/15/2022,Al Balqa,milk and dairy,Milk (pasteurized),L,1,14/09/1443
4/15/2022,Al Balqa,milk and dairy,Milk (powder),0.8 KG,4.24,14/09/1443
4/15/2022,Al Balqa,miscellaneous food,Salt (iodised),750 G,0.25,14/09/1443
4/15/2022,Al Balqa,miscellaneous food,Sugar,KG,0.87,14/09/1443
4/15/2022,Al Balqa,non-food,Fuel (diesel),L,0.61,14/09/1443
4/15/2022,Al Balqa,non-food,Fuel (gas),12.5 KG,7,14/09/1443
4/15/2022,Al Balqa,non-food,Fuel (kerosene),L,0.61,14/09/1443
4/15/2022,Al Balqa,non-food,Fuel (petrol-gasoline),L,0.85,14/09/1443
4/15/2022,Al Balqa,oil and fats,Oil (olive),L,6.5,14/09/1443
4/15/2022,Al Balqa,oil and fats,Oil (vegetable),1.8 L,2.78,14/09/1443
4/15/2022,Al Balqa,pulses and nuts,"Beans (fava, dry)",KG,1.73,14/09/1443
4/15/2022,Al Balqa,pulses and nuts,Chickpeas,KG,2.36,14/09/1443
4/15/2022,Al Balqa,pulses and nuts,Lentils,KG,1.16,14/09/1443
4/15/2022,Al Balqa,vegetables and fruits,Apples (red),KG,1.25,14/09/1443
4/15/2022,Al Balqa,vegetables and fruits,Bananas,KG,0.87,14/09/1443
4/15/2022,Al Balqa,vegetables and fruits,Cucumbers,KG,0.53,14/09/1443
4/15/2022,Al Balqa,vegetables and fruits,Garlic,KG,3.75,14/09/1443
4/15/2022,Al Balqa,vegetables and fruits,Onions,KG,0.5,14/09/1443
4/15/2022,Al Balqa,vegetables and fruits,Oranges (big size),KG,0.86,14/09/1443
4/15/2022,Al Balqa,vegetables and fruits,Spinach,KG,0.61,14/09/1443
4/15/2022,Al Balqa,vegetables and fruits,Tomatoes,KG,0.69,14/09/1443
4/15/2022,Al Karak,cereals and tubers,Bread (pita),KG,0.32,14/09/1443
4/15/2022,Al Karak,cereals and tubers,Bulgur,KG,1.01,14/09/1443
4/15/2022,Al Karak,cereals and tubers,Pasta,300 G,0.45,14/09/1443
4/15/2022,Al Karak,cereals and tubers,Potatoes,KG,0.64,14/09/1443
4/15/2022,Al Karak,cereals and tubers,Rice (imported),KG,1.3,14/09/1443
4/15/2022,Al Karak,cereals and tubers,Wheat flour,1.5 KG,1,14/09/1443
4/15/2022,Al Karak,"meat, fish and eggs",Eggs,2 KG,2.72,14/09/1443
4/15/2022,Al Karak,"meat, fish and eggs","Fish (tuna, canned)",170 G,0.85,14/09/1443
4/15/2022,Al Karak,"meat, fish and eggs",Meat (beef),KG,7.48,14/09/1443
4/15/2022,Al Karak,"meat, fish and eggs",Meat (chicken),KG,2.25,14/09/1443
4/15/2022,Al Karak,"meat, fish and eggs","Meat (chicken, whole)",KG,1.69,14/09/1443
4/15/2022,Al Karak,"meat, fish and eggs",Meat (lamb),KG,9,14/09/1443
4/15/2022,Al Karak,milk and dairy,Cheese (picon),160 G,0.78,14/09/1443
4/15/2022,Al Karak,milk and dairy,"Cheese (white, boiled)",KG,5.68,14/09/1443
4/15/2022,Al Karak,milk and dairy,Milk (pasteurized),L,1.2,14/09/1443
4/15/2022,Al Karak,milk and dairy,Milk (powder),0.8 KG,3.79,14/09/1443
4/15/2022,Al Karak,miscellaneous food,Salt (iodised),750 G,0.3,14/09/1443
4/15/2022,Al Karak,miscellaneous food,Sugar,KG,0.7,14/09/1443
4/15/2022,Al Karak,non-food,Fuel (diesel),L,0.61,14/09/1443
4/15/2022,Al Karak,non-food,Fuel (gas),12.5 KG,7,14/09/1443
4/15/2022,Al Karak,non-food,Fuel (kerosene),L,0.61,14/09/1443
4/15/2022,Al Karak,non-food,Fuel (petrol-gasoline),L,0.85,14/09/1443
4/15/2022,Al Karak,oil and fats,Oil (olive),L,5.32,14/09/1443
4/15/2022,Al Karak,oil and fats,Oil (vegetable),1.8 L,2.9,14/09/1443
4/15/2022,Al Karak,pulses and nuts,"Beans (fava, dry)",KG,1.49,14/09/1443
4/15/2022,Al Karak,pulses and nuts,Chickpeas,KG,2.23,14/09/1443
4/15/2022,Al Karak,pulses and nuts,Lentils,KG,1.68,14/09/1443
4/15/2022,Al Karak,vegetables and fruits,Apples (red),KG,1.11,14/09/1443
4/15/2022,Al Karak,vegetables and fruits,Bananas,KG,0.77,14/09/1443
4/15/2022,Al Karak,vegetables and fruits,Cucumbers,KG,0.54,14/09/1443
4/15/2022,Al Karak,vegetables and fruits,Garlic,KG,3.6,14/09/1443
4/15/2022,Al Karak,vegetables and fruits,Onions,KG,0.53,14/09/1443
4/15/2022,Al Karak,vegetables and fruits,Oranges (big size),KG,1.03,14/09/1443
4/15/2022,Al Karak,vegetables and fruits,Spinach,KG,0.49,14/09/1443
4/15/2022,Al Karak,vegetables and fruits,Tomatoes,KG,0.56,14/09/1443
4/15/2022,Al Mafraq,cereals and tubers,Bread (pita),KG,0.32,14/09/1443
4/15/2022,Al Mafraq,cereals and tubers,Bulgur,KG,0.72,14/09/1443
4/15/2022,Al Mafraq,cereals and tubers,Pasta,300 G,0.35,14/09/1443
4/15/2022,Al Mafraq,cereals and tubers,Potatoes,KG,0.61,14/09/1443
4/15/2022,Al Mafraq,cereals and tubers,Rice (imported),KG,1.42,14/09/1443
4/15/2022,Al Mafraq,cereals and tubers,Wheat flour,1.5 KG,0.82,14/09/1443
4/15/2022,Al Mafraq,"meat, fish and eggs",Eggs,2 KG,2.52,14/09/1443
4/15/2022,Al Mafraq,"meat, fish and eggs","Fish (tuna, canned)",170 G,1.19,14/09/1443
4/15/2022,Al Mafraq,"meat, fish and eggs",Meat (beef),KG,8.39,14/09/1443
4/15/2022,Al Mafraq,"meat, fish and eggs",Meat (chicken),KG,2.09,14/09/1443
4/15/2022,Al Mafraq,"meat, fish and eggs","Meat (chicken, whole)",KG,1.64,14/09/1443
4/15/2022,Al Mafraq,"meat, fish and eggs",Meat (lamb),KG,10.53,14/09/1443
4/15/2022,Al Mafraq,milk and dairy,Cheese (picon),160 G,0.78,14/09/1443
4/15/2022,Al Mafraq,milk and dairy,"Cheese (white, boiled)",KG,5.87,14/09/1443
4/15/2022,Al Mafraq,milk and dairy,Milk (pasteurized),L,1.2,14/09/1443
4/15/2022,Al Mafraq,milk and dairy,Milk (powder),0.8 KG,4.06,14/09/1443
4/15/2022,Al Mafraq,miscellaneous food,Salt (iodised),750 G,0.28,14/09/1443
4/15/2022,Al Mafraq,miscellaneous food,Sugar,KG,0.72,14/09/1443
4/15/2022,Al Mafraq,non-food,Fuel (diesel),L,0.61,14/09/1443
4/15/2022,Al Mafraq,non-food,Fuel (gas),12.5 KG,7,14/09/1443
4/15/2022,Al Mafraq,non-food,Fuel (kerosene),L,0.61,14/09/1443
4/15/2022,Al Mafraq,non-food,Fuel (petrol-gasoline),L,0.85,14/09/1443
4/15/2022,Al Mafraq,oil and fats,Oil (olive),L,6.34,14/09/1443
4/15/2022,Al Mafraq,oil and fats,Oil (vegetable),1.8 L,2.66,14/09/1443
4/15/2022,Al Mafraq,pulses and nuts,"Beans (fava, dry)",KG,1.69,14/09/1443
4/15/2022,Al Mafraq,pulses and nuts,Chickpeas,KG,1.67,14/09/1443
4/15/2022,Al Mafraq,pulses and nuts,Lentils,KG,1.2,14/09/1443
4/15/2022,Al Mafraq,vegetables and fruits,Apples (red),KG,1.41,14/09/1443
4/15/2022,Al Mafraq,vegetables and fruits,Bananas,KG,0.96,14/09/1443
4/15/2022,Al Mafraq,vegetables and fruits,Cucumbers,KG,0.55,14/09/1443
4/15/2022,Al Mafraq,vegetables and fruits,Garlic,KG,3.13,14/09/1443
4/15/2022,Al Mafraq,vegetables and fruits,Onions,KG,0.56,14/09/1443
4/15/2022,Al Mafraq,vegetables and fruits,Oranges (big size),KG,0.79,14/09/1443
4/15/2022,Al Mafraq,vegetables and fruits,Spinach,KG,0.46,14/09/1443
4/15/2022,Al Mafraq,vegetables and fruits,Tomatoes,KG,0.66,14/09/1443
4/15/2022,Al Tafilah,cereals and tubers,Bread (pita),KG,0.32,14/09/1443
4/15/2022,Al Tafilah,cereals and tubers,Bulgur,KG,0.81,14/09/1443
4/15/2022,Al Tafilah,cereals and tubers,Pasta,300 G,0.37,14/09/1443
4/15/2022,Al Tafilah,cereals and tubers,Potatoes,KG,0.6,14/09/1443
4/15/2022,Al Tafilah,cereals and tubers,Rice (imported),KG,1.25,14/09/1443
4/15/2022,Al Tafilah,cereals and tubers,Wheat flour,1.5 KG,1.04,14/09/1443
4/15/2022,Al Tafilah,"meat, fish and eggs",Eggs,2 KG,2.59,14/09/1443
4/15/2022,Al Tafilah,"meat, fish and eggs","Fish (tuna, canned)",170 G,0.84,14/09/1443
4/15/2022,Al Tafilah,"meat, fish and eggs",Meat (beef),KG,8,14/09/1443
4/15/2022,Al Tafilah,"meat, fish and eggs",Meat (chicken),KG,2.24,14/09/1443
4/15/2022,Al Tafilah,"meat, fish and eggs","Meat (chicken, whole)",KG,1.64,14/09/1443
4/15/2022,Al Tafilah,"meat, fish and eggs",Meat (lamb),KG,10.15,14/09/1443
4/15/2022,Al Tafilah,milk and dairy,Cheese (picon),160 G,0.78,14/09/1443
4/15/2022,Al Tafilah,milk and dairy,"Cheese (white, boiled)",KG,5.08,14/09/1443
4/15/2022,Al Tafilah,milk and dairy,Milk (pasteurized),L,1.1,14/09/1443
4/15/2022,Al Tafilah,milk and dairy,Milk (powder),0.8 KG,3.74,14/09/1443
4/15/2022,Al Tafilah,miscellaneous food,Salt (iodised),750 G,0.3,14/09/1443
4/15/2022,Al Tafilah,miscellaneous food,Sugar,KG,0.76,14/09/1443
4/15/2022,Al Tafilah,non-food,Fuel (diesel),L,0.61,14/09/1443
4/15/2022,Al Tafilah,non-food,Fuel (gas),12.5 KG,7,14/09/1443
4/15/2022,Al Tafilah,non-food,Fuel (kerosene),L,0.61,14/09/1443
4/15/2022,Al Tafilah,non-food,Fuel (petrol-gasoline),L,0.85,14/09/1443
4/15/2022,Al Tafilah,oil and fats,Oil (olive),L,5.58,14/09/1443
4/15/2022,Al Tafilah,oil and fats,Oil (vegetable),1.8 L,2.71,14/09/1443
4/15/2022,Al Tafilah,pulses and nuts,"Beans (fava, dry)",KG,1.41,14/09/1443
4/15/2022,Al Tafilah,pulses and nuts,Chickpeas,KG,1.75,14/09/1443
4/15/2022,Al Tafilah,pulses and nuts,Lentils,KG,1.58,14/09/1443
4/15/2022,Al Tafilah,vegetables and fruits,Apples (red),KG,1.12,14/09/1443
4/15/2022,Al Tafilah,vegetables and fruits,Bananas,KG,0.95,14/09/1443
4/15/2022,Al Tafilah,vegetables and fruits,Cucumbers,KG,0.57,14/09/1443
4/15/2022,Al Tafilah,vegetables and fruits,Garlic,KG,3.97,14/09/1443
4/15/2022,Al Tafilah,vegetables and fruits,Onions,KG,0.45,14/09/1443
4/15/2022,Al Tafilah,vegetables and fruits,Oranges (big size),KG,0.82,14/09/1443
4/15/2022,Al Tafilah,vegetables and fruits,Spinach,KG,0.43,14/09/1443
4/15/2022,Al Tafilah,vegetables and fruits,Tomatoes,KG,0.55,14/09/1443
4/15/2022,Amman,cereals and tubers,Bread (pita),KG,0.32,14/09/1443
4/15/2022,Amman,cereals and tubers,Bulgur,KG,0.87,14/09/1443
4/15/2022,Amman,cereals and tubers,Pasta,300 G,0.34,14/09/1443
4/15/2022,Amman,cereals and tubers,Potatoes,KG,0.76,14/09/1443
4/15/2022,Amman,cereals and tubers,Rice (imported),KG,1.29,14/09/1443
4/15/2022,Amman,cereals and tubers,Wheat flour,1.5 KG,0.84,14/09/1443
4/15/2022,Amman,"meat, fish and eggs",Eggs,2 KG,2.71,14/09/1443
4/15/2022,Amman,"meat, fish and eggs","Fish (tuna, canned)",170 G,1.12,14/09/1443
4/15/2022,Amman,"meat, fish and eggs",Meat (beef),KG,9.26,14/09/1443
4/15/2022,Amman,"meat, fish and eggs",Meat (chicken),KG,2.21,14/09/1443
4/15/2022,Amman,"meat, fish and eggs","Meat (chicken, whole)",KG,1.76,14/09/1443
4/15/2022,Amman,"meat, fish and eggs",Meat (lamb),KG,11.38,14/09/1443
4/15/2022,Amman,milk and dairy,Cheese (picon),160 G,0.71,14/09/1443
4/15/2022,Amman,milk and dairy,"Cheese (white, boiled)",KG,6.23,14/09/1443
4/15/2022,Amman,milk and dairy,Milk (pasteurized),L,1.06,14/09/1443
4/15/2022,Amman,milk and dairy,Milk (powder),0.8 KG,3.9,14/09/1443
4/15/2022,Amman,miscellaneous food,Salt (iodised),750 G,0.3,14/09/1443
4/15/2022,Amman,miscellaneous food,Sugar,KG,0.64,14/09/1443
4/15/2022,Amman,non-food,Fuel (diesel),L,0.61,14/09/1443
4/15/2022,Amman,non-food,Fuel (gas),12.5 KG,7,14/09/1443
4/15/2022,Amman,non-food,Fuel (kerosene),L,0.61,14/09/1443
4/15/2022,Amman,non-food,Fuel (petrol-gasoline),L,0.85,14/09/1443
4/15/2022,Amman,oil and fats,Oil (olive),L,7.07,14/09/1443
4/15/2022,Amman,oil and fats,Oil (vegetable),1.8 L,2.68,14/09/1443
4/15/2022,Amman,pulses and nuts,"Beans (fava, dry)",KG,1.68,14/09/1443
4/15/2022,Amman,pulses and nuts,Chickpeas,KG,1.89,14/09/1443
4/15/2022,Amman,pulses and nuts,Lentils,KG,1.28,14/09/1443
4/15/2022,Amman,vegetables and fruits,Apples (red),KG,1.94,14/09/1443
4/15/2022,Amman,vegetables and fruits,Bananas,KG,0.97,14/09/1443
4/15/2022,Amman,vegetables and fruits,Cucumbers,KG,0.58,14/09/1443
4/15/2022,Amman,vegetables and fruits,Garlic,KG,4.35,14/09/1443
4/15/2022,Amman,vegetables and fruits,Onions,KG,0.57,14/09/1443
4/15/2022,Amman,vegetables and fruits,Oranges (big size),KG,1.16,14/09/1443
4/15/2022,Amman,vegetables and fruits,Spinach,KG,0.56,14/09/1443
4/15/2022,Amman,vegetables and fruits,Tomatoes,KG,0.73,14/09/1443
4/15/2022,Irbid,cereals and tubers,Bread (pita),KG,0.34,14/09/1443
4/15/2022,Irbid,cereals and tubers,Bulgur,KG,0.97,14/09/1443
4/15/2022,Irbid,cereals and tubers,Pasta,300 G,0.34,14/09/1443
4/15/2022,Irbid,cereals and tubers,Potatoes,KG,0.69,14/09/1443
4/15/2022,Irbid,cereals and tubers,Rice (imported),KG,1.41,14/09/1443
4/15/2022,Irbid,cereals and tubers,Wheat flour,1.5 KG,0.89,14/09/1443
4/15/2022,Irbid,"meat, fish and eggs",Eggs,2 KG,2.42,14/09/1443
4/15/2022,Irbid,"meat, fish and eggs","Fish (tuna, canned)",170 G,1.22,14/09/1443
4/15/2022,Irbid,"meat, fish and eggs",Meat (beef),KG,8.84,14/09/1443
4/15/2022,Irbid,"meat, fish and eggs",Meat (chicken),KG,2.22,14/09/1443
4/15/2022,Irbid,"meat, fish and eggs","Meat (chicken, whole)",KG,1.68,14/09/1443
4/15/2022,Irbid,"meat, fish and eggs",Meat (lamb),KG,10.38,14/09/1443
4/15/2022,Irbid,milk and dairy,Cheese (picon),160 G,0.75,14/09/1443
4/15/2022,Irbid,milk and dairy,"Cheese (white, boiled)",KG,5.85,14/09/1443
4/15/2022,Irbid,milk and dairy,Milk (pasteurized),L,1.02,14/09/1443
4/15/2022,Irbid,milk and dairy,Milk (powder),0.8 KG,4.01,14/09/1443
4/15/2022,Irbid,miscellaneous food,Salt (iodised),750 G,0.28,14/09/1443
4/15/2022,Irbid,miscellaneous food,Sugar,KG,0.72,14/09/1443
4/15/2022,Irbid,non-food,Fuel (diesel),L,0.61,14/09/1443
4/15/2022,Irbid,non-food,Fuel (gas),12.5 KG,7,14/09/1443
4/15/2022,Irbid,non-food,Fuel (kerosene),L,0.61,14/09/1443
4/15/2022,Irbid,non-food,Fuel (petrol-gasoline),L,0.85,14/09/1443
4/15/2022,Irbid,oil and fats,Oil (olive),L,6.47,14/09/1443
4/15/2022,Irbid,oil and fats,Oil (vegetable),1.8 L,2.59,14/09/1443
4/15/2022,Irbid,pulses and nuts,"Beans (fava, dry)",KG,1.48,14/09/1443
4/15/2022,Irbid,pulses and nuts,Chickpeas,KG,1.75,14/09/1443
4/15/2022,Irbid,pulses and nuts,Lentils,KG,1.28,14/09/1443
4/15/2022,Irbid,vegetables and fruits,Apples (red),KG,1.47,14/09/1443
4/15/2022,Irbid,vegetables and fruits,Bananas,KG,0.86,14/09/1443
4/15/2022,Irbid,vegetables and fruits,Cucumbers,KG,0.6,14/09/1443
4/15/2022,Irbid,vegetables and fruits,Garlic,KG,3.97,14/09/1443
4/15/2022,Irbid,vegetables and fruits,Onions,KG,0.65,14/09/1443
4/15/2022,Irbid,vegetables and fruits,Oranges (big size),KG,1.04,14/09/1443
4/15/2022,Irbid,vegetables and fruits,Spinach,KG,0.52,14/09/1443
4/15/2022,Irbid,vegetables and fruits,Tomatoes,KG,0.65,14/09/1443
4/15/2022,Jarash,cereals and tubers,Bread (pita),KG,0.35,14/09/1443
4/15/2022,Jarash,cereals and tubers,Bulgur,KG,0.83,14/09/1443
4/15/2022,Jarash,cereals and tubers,Pasta,300 G,0.34,14/09/1443
4/15/2022,Jarash,cereals and tubers,Potatoes,KG,0.67,14/09/1443
4/15/2022,Jarash,cereals and tubers,Rice (imported),KG,1.43,14/09/1443
4/15/2022,Jarash,cereals and tubers,Wheat flour,1.5 KG,1.1,14/09/1443
4/15/2022,Jarash,"meat, fish and eggs",Eggs,2 KG,2.45,14/09/1443
4/15/2022,Jarash,"meat, fish and eggs","Fish (tuna, canned)",170 G,1.19,14/09/1443
4/15/2022,Jarash,"meat, fish and eggs",Meat (beef),KG,8.83,14/09/1443
4/15/2022,Jarash,"meat, fish and eggs",Meat (chicken),KG,2.17,14/09/1443
4/15/2022,Jarash,"meat, fish and eggs","Meat (chicken, whole)",KG,1.65,14/09/1443
4/15/2022,Jarash,"meat, fish and eggs",Meat (lamb),KG,10.2,14/09/1443
4/15/2022,Jarash,milk and dairy,Cheese (picon),160 G,0.77,14/09/1443
4/15/2022,Jarash,milk and dairy,"Cheese (white, boiled)",KG,6,14/09/1443
4/15/2022,Jarash,milk and dairy,Milk (pasteurized),L,1.16,14/09/1443
4/15/2022,Jarash,milk and dairy,Milk (powder),0.8 KG,3.83,14/09/1443
4/15/2022,Jarash,miscellaneous food,Salt (iodised),750 G,0.29,14/09/1443
4/15/2022,Jarash,miscellaneous food,Sugar,KG,0.71,14/09/1443
4/15/2022,Jarash,non-food,Fuel (diesel),L,0.61,14/09/1443
4/15/2022,Jarash,non-food,Fuel (gas),12.5 KG,7,14/09/1443
4/15/2022,Jarash,non-food,Fuel (kerosene),L,0.61,14/09/1443
4/15/2022,Jarash,non-food,Fuel (petrol-gasoline),L,0.85,14/09/1443
4/15/2022,Jarash,oil and fats,Oil (olive),L,6,14/09/1443
4/15/2022,Jarash,oil and fats,Oil (vegetable),1.8 L,2.74,14/09/1443
4/15/2022,Jarash,pulses and nuts,"Beans (fava, dry)",KG,1.63,14/09/1443
4/15/2022,Jarash,pulses and nuts,Chickpeas,KG,1.7,14/09/1443
4/15/2022,Jarash,pulses and nuts,Lentils,KG,1.19,14/09/1443
4/15/2022,Jarash,vegetables and fruits,Apples (red),KG,1.3,14/09/1443
4/15/2022,Jarash,vegetables and fruits,Bananas,KG,0.96,14/09/1443
4/15/2022,Jarash,vegetables and fruits,Cucumbers,KG,0.56,14/09/1443
4/15/2022,Jarash,vegetables and fruits,Garlic,KG,3.35,14/09/1443
4/15/2022,Jarash,vegetables and fruits,Onions,KG,0.57,14/09/1443
4/15/2022,Jarash,vegetables and fruits,Oranges (big size),KG,0.94,14/09/1443
4/15/2022,Jarash,vegetables and fruits,Spinach,KG,0.4,14/09/1443
4/15/2022,Jarash,vegetables and fruits,Tomatoes,KG,0.6,14/09/1443
4/15/2022,Maan,cereals and tubers,Bread (pita),KG,0.32,14/09/1443
4/15/2022,Maan,cereals and tubers,Bulgur,KG,0.94,14/09/1443
4/15/2022,Maan,cereals and tubers,Pasta,300 G,0.36,14/09/1443
4/15/2022,Maan,cereals and tubers,Potatoes,KG,0.62,14/09/1443
4/15/2022,Maan,cereals and tubers,Rice (imported),KG,1.26,14/09/1443
4/15/2022,Maan,cereals and tubers,Wheat flour,1.5 KG,0.9,14/09/1443
4/15/2022,Maan,"meat, fish and eggs",Eggs,2 KG,2.76,14/09/1443
4/15/2022,Maan,"meat, fish and eggs","Fish (tuna, canned)",170 G,0.92,14/09/1443
4/15/2022,Maan,"meat, fish and eggs",Meat (beef),KG,7.88,14/09/1443
4/15/2022,Maan,"meat, fish and eggs",Meat (chicken),KG,2.15,14/09/1443
4/15/2022,Maan,"meat, fish and eggs","Meat (chicken, whole)",KG,1.69,14/09/1443
4/15/2022,Maan,"meat, fish and eggs",Meat (lamb),KG,9.57,14/09/1443
4/15/2022,Maan,milk and dairy,Cheese (picon),160 G,0.74,14/09/1443
4/15/2022,Maan,milk and dairy,"Cheese (white, boiled)",KG,5.01,14/09/1443
4/15/2022,Maan,milk and dairy,Milk (pasteurized),L,1.08,14/09/1443
4/15/2022,Maan,milk and dairy,Milk (powder),0.8 KG,3.45,14/09/1443
4/15/2022,Maan,miscellaneous food,Salt (iodised),750 G,0.25,14/09/1443
4/15/2022,Maan,miscellaneous food,Sugar,KG,0.73,14/09/1443
4/15/2022,Maan,non-food,Fuel (diesel),L,0.61,14/09/1443
4/15/2022,Maan,non-food,Fuel (gas),12.5 KG,7,14/09/1443
4/15/2022,Maan,non-food,Fuel (kerosene),L,0.61,14/09/1443
4/15/2022,Maan,non-food,Fuel (petrol-gasoline),L,0.85,14/09/1443
4/15/2022,Maan,oil and fats,Oil (olive),L,6.09,14/09/1443
4/15/2022,Maan,oil and fats,Oil (vegetable),1.8 L,2.77,14/09/1443
4/15/2022,Maan,pulses and nuts,"Beans (fava, dry)",KG,1.25,14/09/1443
4/15/2022,Maan,pulses and nuts,Chickpeas,KG,2.14,14/09/1443
4/15/2022,Maan,pulses and nuts,Lentils,KG,1.13,14/09/1443
4/15/2022,Maan,vegetables and fruits,Apples (red),KG,1.5,14/09/1443
4/15/2022,Maan,vegetables and fruits,Bananas,KG,1,14/09/1443
4/15/2022,Maan,vegetables and fruits,Cucumbers,KG,0.55,14/09/1443
4/15/2022,Maan,vegetables and fruits,Garlic,KG,4.09,14/09/1443
4/15/2022,Maan,vegetables and fruits,Onions,KG,0.56,14/09/1443
4/15/2022,Maan,vegetables and fruits,Oranges (big size),KG,1.03,14/09/1443
4/15/2022,Maan,vegetables and fruits,Spinach,KG,0.62,14/09/1443
4/15/2022,Maan,vegetables and fruits,Tomatoes,KG,0.6,14/09/1443
4/15/2022,Madaba,cereals and tubers,Bread (pita),KG,0.32,14/09/1443
4/15/2022,Madaba,cereals and tubers,Bulgur,KG,0.96,14/09/1443
4/15/2022,Madaba,cereals and tubers,Pasta,300 G,0.37,14/09/1443
4/15/2022,Madaba,cereals and tubers,Potatoes,KG,0.72,14/09/1443
4/15/2022,Madaba,cereals and tubers,Rice (imported),KG,1.35,14/09/1443
4/15/2022,Madaba,cereals and tubers,Wheat flour,1.5 KG,1.11,14/09/1443
4/15/2022,Madaba,"meat, fish and eggs",Eggs,2 KG,2.67,14/09/1443
4/15/2022,Madaba,"meat, fish and eggs","Fish (tuna, canned)",170 G,1.2,14/09/1443
4/15/2022,Madaba,"meat, fish and eggs",Meat (beef),KG,8.7,14/09/1443
4/15/2022,Madaba,"meat, fish and eggs",Meat (chicken),KG,2.15,14/09/1443
4/15/2022,Madaba,"meat, fish and eggs","Meat (chicken, whole)",KG,1.7,14/09/1443
4/15/2022,Madaba,"meat, fish and eggs",Meat (lamb),KG,10,14/09/1443
4/15/2022,Madaba,milk and dairy,Cheese (picon),160 G,0.81,14/09/1443
4/15/2022,Madaba,milk and dairy,"Cheese (white, boiled)",KG,5.75,14/09/1443
